Date,Open,High,Low,Close,Adj Close,Volume
2014-07-29,48.430000,51.130001,48.279999,51.090000,51.090000,418500
2014-07-30,51.689999,52.400002,50.130001,51.169998,51.169998,198300
2014-07-31,50.419998,51.669998,48.919998,49.169998,49.169998,273600
2014-08-01,49.320000,49.849998,47.570000,49.080002,49.080002,293600
2014-08-04,52.500000,56.000000,51.439999,54.049999,54.049999,1088800
2014-08-05,53.389999,53.980000,52.240002,52.869999,52.869999,484000
2014-08-06,52.360001,54.040001,51.570000,53.070000,53.070000,344300
2014-08-07,53.509998,53.509998,50.020000,50.340000,50.340000,278200
2014-08-08,50.610001,52.000000,49.709999,51.490002,51.490002,237700
2014-08-11,52.020000,53.709999,51.009998,53.650002,53.650002,300300
2014-08-12,53.700001,56.669998,51.540001,55.590000,55.590000,774300
2014-08-13,55.669998,56.779999,54.549999,54.889999,54.889999,1653200
2014-08-14,54.430000,56.020000,53.220001,54.980000,54.980000,585500
2014-08-15,55.459999,56.750000,54.349998,56.590000,56.590000,477300
2014-08-18,57.000000,58.340000,55.889999,57.950001,57.950001,513000
2014-08-19,57.799999,57.919998,55.150002,55.299999,55.299999,599500
2014-08-20,55.099998,55.740002,54.009998,54.169998,54.169998,465100
2014-08-21,54.220001,54.220001,51.520000,51.750000,51.750000,374300
2014-08-22,51.750000,52.220001,50.849998,51.240002,51.240002,365500
2014-08-25,51.529999,51.930000,49.400002,49.849998,49.849998,393900
2014-08-26,49.869999,52.070000,49.009998,51.849998,51.849998,336500
2014-08-27,51.959999,52.590000,51.169998,52.029999,52.029999,278300
2014-08-28,51.599998,53.669998,51.200001,51.959999,51.959999,349400
2014-08-29,51.959999,52.169998,51.279999,52.040001,52.040001,139700
2014-09-02,52.709999,53.740002,52.560001,53.299999,53.299999,360500
2014-09-03,53.639999,54.529999,53.250000,53.630001,53.630001,545600
2014-09-04,53.630001,53.919998,52.910000,53.000000,53.000000,224700
2014-09-05,52.869999,52.869999,50.869999,51.180000,51.180000,207200
2014-09-08,51.049999,52.209999,50.770000,52.029999,52.029999,158500
2014-09-09,52.029999,52.099998,49.299999,49.610001,49.610001,369300
2014-09-10,49.630001,53.000000,49.630001,52.840000,52.840000,421800
2014-09-11,52.330002,53.419998,52.099998,53.360001,53.360001,482200
2014-09-12,53.360001,53.810001,51.869999,52.459999,52.459999,314300
2014-09-15,52.250000,52.250000,50.029999,50.430000,50.430000,187500
2014-09-16,50.200001,51.049999,48.810001,50.849998,50.849998,501200
2014-09-17,51.029999,51.680000,49.860001,51.130001,51.130001,298700
2014-09-18,51.419998,52.009998,50.250000,50.790001,50.790001,368000
2014-09-19,50.930000,51.430000,48.330002,48.740002,48.740002,1048800
2014-09-22,48.470001,48.700001,47.029999,48.080002,48.080002,785600
2014-09-23,47.799999,49.139999,46.919998,46.990002,46.990002,452600
2014-09-24,46.990002,50.470001,46.990002,50.090000,50.090000,431400
2014-09-25,50.000000,50.650002,47.790001,48.310001,48.310001,455500
2014-09-26,48.790001,48.869999,47.209999,47.919998,47.919998,394100
2014-09-29,47.340000,48.310001,46.500000,47.610001,47.610001,450700
2014-09-30,47.490002,48.040001,46.320000,46.990002,46.990002,568200
2014-10-01,47.090000,47.500000,45.119999,45.540001,45.540001,450600
2014-10-02,45.509998,46.099998,44.470001,45.720001,45.720001,324600
2014-10-03,46.290001,47.099998,44.930000,45.459999,45.459999,431400
2014-10-06,45.490002,46.560001,44.299999,44.599998,44.599998,201100
2014-10-07,44.169998,44.720001,42.880001,42.910000,42.910000,325100
2014-10-08,44.560001,44.889999,42.799999,43.689999,43.689999,577100
2014-10-09,43.619999,44.029999,41.990002,42.360001,42.360001,415400
2014-10-10,42.840000,46.060001,42.840000,44.439999,44.439999,739500
2014-10-13,44.279999,45.509998,43.279999,44.779999,44.779999,424700
2014-10-14,45.240002,46.610001,44.230000,45.830002,45.830002,440700
2014-10-15,45.110001,46.709999,45.110001,46.279999,46.279999,379900
2014-10-16,45.610001,49.880001,45.610001,48.860001,48.860001,496300
2014-10-17,49.610001,50.110001,47.580002,50.070000,50.070000,484300
2014-10-20,49.889999,51.070000,49.500000,50.240002,50.240002,355300
2014-10-21,50.500000,51.490002,49.730000,50.650002,50.650002,240500
2014-10-22,50.639999,51.360001,49.740002,50.669998,50.669998,258500
2014-10-23,51.790001,54.820000,51.689999,54.130001,54.130001,496500
2014-10-24,54.349998,54.349998,52.840000,53.970001,53.970001,406500
2014-10-27,54.520000,55.250000,51.759998,54.230000,54.230000,557000
2014-10-28,54.779999,55.369999,50.770000,51.889999,51.889999,509100
2014-10-29,52.500000,53.570000,50.630001,53.330002,53.330002,508800
2014-10-30,53.150002,54.520000,52.570000,54.369999,54.369999,222700
2014-10-31,55.599998,57.320000,54.799999,55.270000,55.270000,360000
2014-11-03,55.200001,56.639999,54.610001,56.490002,56.490002,398900
2014-11-04,56.049999,57.139999,55.779999,56.270000,56.270000,388500
2014-11-05,56.680000,56.750000,54.630001,55.290001,55.290001,315300
2014-11-06,55.290001,56.090000,54.240002,54.910000,54.910000,349900
2014-11-07,54.750000,54.799999,53.150002,53.939999,53.939999,387400
2014-11-10,54.169998,55.730000,53.180000,55.680000,55.680000,319600
2014-11-11,55.779999,58.259998,55.599998,56.900002,56.900002,430600
2014-11-12,56.230000,57.910000,56.009998,57.700001,57.700001,213300
2014-11-13,58.029999,58.480000,56.880001,57.959999,57.959999,271500
2014-11-14,58.000000,58.240002,56.889999,57.790001,57.790001,282000
2014-11-17,57.799999,58.119999,56.570000,56.950001,56.950001,296300
2014-11-18,57.020000,58.439999,53.820000,54.590000,54.590000,476400
2014-11-19,54.590000,55.060001,53.020000,53.900002,53.900002,311600
2014-11-20,53.580002,54.310001,52.340000,53.509998,53.509998,356700
2014-11-21,54.430000,54.500000,52.610001,53.049999,53.049999,203400
2014-11-24,53.209999,54.450001,53.029999,54.080002,54.080002,241700
2014-11-25,54.090000,54.770000,53.610001,53.990002,53.990002,205700
2014-11-26,53.830002,54.480000,53.400002,53.700001,53.700001,220100
2014-11-28,53.610001,54.849998,53.610001,53.849998,53.849998,139200
2014-12-01,53.720001,54.040001,52.430000,52.570000,52.570000,265000
2014-12-02,53.540001,55.830002,53.540001,55.220001,55.220001,423300
2014-12-03,55.080002,55.709999,54.310001,54.770000,54.770000,257700
2014-12-04,54.560001,55.270000,53.000000,53.439999,53.439999,223500
2014-12-05,53.419998,54.529999,53.360001,54.099998,54.099998,287600
2014-12-08,54.240002,55.650002,54.119999,55.349998,55.349998,291600
2014-12-09,54.540001,55.459999,54.049999,54.810001,54.810001,282900
2014-12-10,54.810001,55.220001,52.650002,53.360001,53.360001,309700
2014-12-11,53.779999,55.080002,53.419998,53.889999,53.889999,170100
2014-12-12,53.070000,53.549999,52.400002,52.520000,52.520000,252500
2014-12-15,52.990002,54.049999,51.619999,52.240002,52.240002,276800
2014-12-16,52.000000,53.139999,51.290001,51.540001,51.540001,237000
2014-12-17,51.520000,52.290001,51.000000,52.040001,52.040001,387300
2014-12-18,52.889999,52.889999,51.759998,52.130001,52.130001,306400
2014-12-19,52.040001,53.110001,51.910000,52.320000,52.320000,751000
2014-12-22,52.080002,54.180000,51.849998,54.009998,54.009998,184600
2014-12-23,54.220001,54.520000,50.500000,50.570000,50.570000,209700
2014-12-24,50.560001,53.750000,50.560001,51.790001,51.790001,72400
2014-12-26,52.180000,53.689999,52.180000,52.959999,52.959999,129600
2014-12-29,53.020000,53.860001,52.070000,52.369999,52.369999,125100
2014-12-30,52.139999,53.020000,51.849998,52.220001,52.220001,151900
2014-12-31,52.259998,53.959999,52.259998,53.209999,53.209999,238700
2015-01-02,53.669998,54.830002,52.650002,53.730000,53.730000,208800
2015-01-05,53.220001,54.790001,52.880001,53.380001,53.380001,209000
2015-01-06,53.439999,54.060001,51.279999,52.099998,52.099998,258700
2015-01-07,52.549999,53.880001,51.430000,53.740002,53.740002,194400
2015-01-08,54.320000,55.189999,54.000000,54.939999,54.939999,294700
2015-01-09,55.090000,55.529999,53.049999,54.950001,54.950001,347900
2015-01-12,55.180000,55.650002,51.490002,51.540001,51.540001,265300
2015-01-13,51.759998,53.689999,51.549999,52.040001,52.040001,268600
2015-01-14,51.439999,52.840000,51.310001,52.470001,52.470001,137100
2015-01-15,52.709999,52.910000,51.450001,51.580002,51.580002,172100
2015-01-16,51.380001,54.459999,51.380001,54.380001,54.380001,148000
2015-01-20,54.639999,55.389999,53.330002,54.730000,54.730000,219800
2015-01-21,54.709999,55.619999,53.299999,54.759998,54.759998,346400
2015-01-22,55.000000,55.959999,53.090000,55.830002,55.830002,246500
2015-01-23,56.000000,56.139999,54.139999,54.669998,54.669998,237700
2015-01-26,54.480000,56.650002,54.279999,56.560001,56.560001,232600
2015-01-27,55.700001,59.980000,55.700001,58.560001,58.560001,423100
2015-01-28,59.459999,59.980000,57.099998,57.419998,57.419998,248000
2015-01-29,57.750000,57.919998,56.200001,57.029999,57.029999,185600
2015-01-30,56.930000,58.660000,55.330002,56.919998,56.919998,318100
2015-02-02,57.259998,57.740002,54.290001,55.250000,55.250000,208900
2015-02-03,55.650002,57.139999,53.259998,54.279999,54.279999,292800
2015-02-04,53.779999,54.759998,51.750000,53.900002,53.900002,237200
2015-02-05,54.299999,56.570000,53.730000,56.040001,56.040001,237300
2015-02-06,56.299999,56.299999,54.509998,54.990002,54.990002,227700
2015-02-09,52.700001,55.919998,49.650002,54.549999,54.549999,665100
2015-02-10,54.799999,56.750000,53.529999,56.259998,56.259998,374200
2015-02-11,56.349998,58.250000,56.029999,56.560001,56.560001,175100
2015-02-12,56.980000,57.090000,55.369999,56.259998,56.259998,189800
2015-02-13,56.580002,56.689999,54.619999,55.910000,55.910000,212100
2015-02-17,55.790001,57.380001,55.410000,57.180000,57.180000,207100
2015-02-18,57.200001,57.810001,56.340000,57.790001,57.790001,205000
2015-02-19,57.480000,58.799999,57.000000,58.700001,58.700001,226000
2015-02-20,58.860001,58.860001,57.299999,57.540001,57.540001,261700
2015-02-23,57.580002,58.680000,56.529999,56.779999,56.779999,242800
2015-02-24,56.990002,56.990002,55.090000,55.709999,55.709999,282300
2015-02-25,55.590000,57.060001,55.020000,56.689999,56.689999,256400
2015-02-26,56.799999,56.939999,55.020000,55.820000,55.820000,583900
2015-02-27,55.759998,55.799999,54.919998,55.070000,55.070000,225100
2015-03-02,55.470001,63.910000,55.470001,63.580002,63.580002,1197500
2015-03-03,65.000000,68.220001,64.809998,66.449997,66.449997,999800
2015-03-04,66.000000,68.690002,65.400002,67.550003,67.550003,508000
2015-03-05,68.150002,71.629997,68.150002,68.959999,68.959999,447200
2015-03-06,68.889999,70.620003,68.269997,69.510002,69.510002,230800
2015-03-09,69.940002,70.900002,68.070000,70.440002,70.440002,374500
2015-03-10,69.739998,73.440002,69.510002,73.089996,73.089996,604300
2015-03-11,72.820000,73.709999,71.500000,73.040001,73.040001,483000
2015-03-12,73.550003,73.820000,71.809998,72.199997,72.199997,579700
2015-03-13,72.379997,74.989998,70.779999,74.989998,74.989998,261900
2015-03-16,75.050003,75.849998,74.070000,74.639999,74.639999,350300
2015-03-17,74.610001,74.919998,72.519997,73.589996,73.589996,516300
2015-03-18,73.089996,73.279999,70.150002,71.879997,71.879997,606700
2015-03-19,71.750000,75.830002,71.440002,75.790001,75.790001,409900
2015-03-20,77.279999,79.610001,76.050003,76.699997,76.699997,740200
2015-03-23,75.769997,76.279999,73.889999,75.629997,75.629997,332000
2015-03-24,75.720001,76.220001,73.830002,74.599998,74.599998,270800
2015-03-25,75.349998,75.529999,70.370003,70.699997,70.699997,409800
2015-03-26,70.820000,71.669998,67.160004,70.300003,70.300003,514800
2015-03-27,70.519997,73.660004,70.389999,72.949997,72.949997,252700
2015-03-30,74.059998,77.160004,73.559998,76.230003,76.230003,377100
2015-03-31,76.099998,78.059998,75.500000,77.110001,77.110001,424300
2015-04-01,77.629997,78.839996,75.760002,77.449997,77.449997,630700
2015-04-02,77.449997,78.440002,76.199997,76.820000,76.820000,380000
2015-04-06,76.400002,78.190002,74.750000,75.669998,75.669998,334500
2015-04-07,75.669998,79.269997,74.550003,77.449997,77.449997,303000
2015-04-08,77.669998,82.760002,77.669998,81.199997,81.199997,578000
2015-04-09,81.480003,83.709999,79.519997,80.510002,80.510002,300100
2015-04-10,81.389999,84.000000,81.169998,83.199997,83.199997,430800
2015-04-13,83.000000,83.900002,81.699997,82.589996,82.589996,312500
2015-04-14,82.519997,84.400002,81.769997,82.709999,82.709999,301500
2015-04-15,83.500000,85.110001,82.419998,84.919998,84.919998,414900
2015-04-16,85.040001,87.169998,84.180000,86.849998,86.849998,698300
2015-04-17,86.059998,86.709999,84.690002,85.849998,85.849998,690100
2015-04-20,86.230003,86.800003,83.389999,85.400002,85.400002,637200
2015-04-21,86.050003,88.820000,85.180000,88.290001,88.290001,404000
2015-04-22,88.650002,89.980003,86.459999,87.709999,87.709999,317500
2015-04-23,87.849998,89.980003,86.750000,88.919998,88.919998,339100
2015-04-24,88.919998,89.820000,88.010002,89.750000,89.750000,202600
2015-04-27,89.779999,90.480003,86.559998,87.300003,87.300003,457400
2015-04-28,87.370003,88.389999,80.599998,81.529999,81.529999,762900
2015-04-29,81.680000,83.650002,80.120003,81.910004,81.910004,483400
2015-04-30,81.510002,82.980003,76.669998,77.639999,77.639999,455700
2015-05-01,78.419998,80.800003,77.870003,79.800003,79.800003,381000
2015-05-04,80.000000,82.150002,78.709999,79.849998,79.849998,268000
2015-05-05,79.800003,80.000000,76.919998,77.669998,77.669998,250700
2015-05-06,78.400002,79.610001,76.849998,78.449997,78.449997,407300
2015-05-07,78.690002,79.809998,77.139999,79.000000,79.000000,257900
2015-05-08,79.410004,81.239998,78.209999,80.510002,80.510002,345100
2015-05-11,82.000000,88.349998,81.389999,84.430000,84.430000,628600
2015-05-12,84.790001,85.489998,83.330002,84.139999,84.139999,401000
2015-05-13,84.680000,84.930000,81.910004,83.809998,83.809998,344100
2015-05-14,84.279999,84.989998,83.040001,84.120003,84.120003,339800
2015-05-15,83.900002,84.730003,83.239998,84.209999,84.209999,172900
2015-05-18,84.209999,88.389999,83.900002,87.820000,87.820000,500300
2015-05-19,87.510002,89.489998,86.220001,86.930000,86.930000,256500
2015-05-20,86.870003,87.800003,85.209999,86.779999,86.779999,231200
2015-05-21,86.430000,89.510002,86.430000,89.230003,89.230003,378800
2015-05-22,88.910004,90.080002,88.519997,89.669998,89.669998,211900
2015-05-26,88.839996,89.949997,88.300003,89.169998,89.169998,250300
2015-05-27,89.199997,90.139999,86.410004,87.260002,87.260002,398100
2015-05-28,86.779999,88.260002,84.559998,88.150002,88.150002,340200
2015-05-29,88.150002,88.730003,86.559998,88.110001,88.110001,234800
2015-06-01,87.220001,88.150002,84.360001,86.709999,86.709999,491700
2015-06-02,86.169998,87.169998,84.320000,84.660004,84.660004,840800
2015-06-03,85.690002,91.940002,85.230003,91.540001,91.540001,811800
2015-06-04,91.309998,92.980003,89.779999,91.330002,91.330002,365900
2015-06-05,92.379997,94.940002,90.550003,94.070000,94.070000,452300
2015-06-08,95.000000,96.480003,94.099998,95.320000,95.320000,376200
2015-06-09,94.849998,96.949997,90.349998,92.900002,92.900002,721500
2015-06-10,93.000000,94.360001,91.120003,93.220001,93.220001,463400
2015-06-11,94.360001,95.430000,91.800003,94.160004,94.160004,471400
2015-06-12,93.129997,95.550003,92.099998,93.930000,93.930000,336200
2015-06-15,89.809998,92.580002,88.660004,90.279999,90.279999,663500
2015-06-16,90.769997,92.320000,89.639999,90.709999,90.709999,382300
2015-06-17,91.349998,94.290001,90.739998,91.330002,91.330002,487700
2015-06-18,92.040001,96.239998,91.900002,95.790001,95.790001,401500
2015-06-19,96.220001,97.959999,94.129997,96.169998,96.169998,797500
2015-06-22,96.849998,99.250000,94.870003,98.790001,98.790001,403900
2015-06-23,98.660004,99.830002,98.349998,99.510002,99.510002,484800
2015-06-24,99.449997,100.220001,98.870003,99.180000,99.180000,647300
2015-06-25,99.709999,100.820000,97.820000,100.720001,100.720001,325300
2015-06-26,100.970001,102.239998,99.000000,99.309998,99.309998,729700
2015-06-29,98.730003,102.000000,96.459999,96.800003,96.800003,443800
2015-06-30,98.080002,101.480003,98.019997,100.900002,100.900002,546400
2015-07-01,101.230003,101.629997,96.029999,97.089996,97.089996,412100
2015-07-02,96.830002,98.660004,96.129997,98.599998,98.599998,243200
2015-07-06,97.809998,100.209999,96.750000,98.930000,98.930000,251400
2015-07-07,98.860001,99.230003,95.269997,97.650002,97.650002,495500
2015-07-08,97.169998,99.160004,96.580002,96.870003,96.870003,409000
2015-07-09,98.040001,99.610001,97.360001,99.260002,99.260002,372800
2015-07-10,100.190002,100.250000,97.589996,99.720001,99.720001,276200
2015-07-13,100.720001,102.730003,100.699997,102.480003,102.480003,278100
2015-07-14,102.639999,106.349998,102.260002,104.129997,104.129997,581500
2015-07-15,105.040001,105.169998,102.760002,103.309998,103.309998,344800
2015-07-16,103.849998,106.459999,103.070000,105.320000,105.320000,272000
2015-07-17,105.739998,106.879997,104.379997,105.529999,105.529999,188100
2015-07-20,105.680000,105.930000,103.449997,105.570000,105.570000,354100
2015-07-21,105.760002,106.190002,101.089996,104.349998,104.349998,318100
2015-07-22,103.209999,106.410004,102.500000,106.300003,106.300003,254600
2015-07-23,106.430000,107.709999,104.250000,104.650002,104.650002,259900
2015-07-24,104.500000,106.419998,101.669998,102.089996,102.089996,213900
2015-07-27,101.239998,104.080002,100.019997,102.550003,102.550003,261400
2015-07-28,102.989998,106.910004,101.540001,105.839996,105.839996,228900
2015-07-29,106.480003,107.400002,102.019997,106.860001,106.860001,280700
2015-07-30,107.050003,109.949997,103.190002,107.779999,107.779999,338700
2015-07-31,108.040001,109.580002,106.669998,108.260002,108.260002,342600
